pagenation,region,hpatitisc-incidence,heptitisc-ir,heptitisc-death,heptitisc-dr,heptitisb-incidence,heptitisb-death,heptitisb-ir,heptitisb-dr,hepatitise-incidence,hepatitise-death,hepatitise-ir,hepatitise-dr,hepatitisa-incidence,hepatitisa-death,hepatitisa-ir,hepatitisa-dr,hepatitis-incidence,hepatitis-death,hepatitis-ir,hepatitis-dr,hepatitisun-incidence,hepatitisun-death,hepatitisun-ir,hepatitisun-dr
14-Jul,福建省,227,0.6015,0,0,3730,3,9.8834,0.0079,74,0,0.1961,0,58,0,0.1537,0,4325,3,11.46,0.0079,236,0,0.6253,0
12-Jun,上海市,160,0.6816,0,0,956,2,4.0725,0.0085,34,0,0.1448,0,11,0,0.0469,0,1189,2,5.0651,0.0085,28,0,0.1193,0
14-Dec,西??? 藏,4,0.1282,0,0,191,0,6.121,0,0,0,0,0,10,0,0.3205,0,212,0,6.794,0,7,0,0.2243,0
8-Jun,四川省,287,0.3531,0,0,5296,3,6.5165,0.0037,29,0,0.0357,0,479,1,0.5894,0.0012,6380,5,7.8504,0.0062,289,1,0.3556,0.0012
13-Oct,北京市,83,0.4011,2,0.0097,131,6,0.6331,0.029,26,0,0.1256,0,4,0,0.0193,0,245,8,1.184,0.0387,1,0,0.0048,0
7-Mar,河南省,1377,1.4661,3,0.0032,15560,4,16.5673,0.0043,31,0,0.033,0,549,0,0.5845,0,17774,7,18.9246,0.0075,257,0,0.2736,0
7-Oct,江苏省,115,0.1523,1,0.0013,1437,2,1.9033,0.0026,182,0,0.2411,0,162,0,0.2146,0,2302,3,3.049,0.004,406,0,0.5377,0
6-Jan,江西省,54,0.1253,0,0,2510,5,5.8223,0.0116,28,0,0.065,0,168,0,0.3897,0,2919,5,6.771,0.0116,159,0,0.3688,0
13-Aug,宁??? 夏,45,0.6953,0,0,391,0,6.0415,0,1,0,0.0155,0,9,0,0.1391,0,451,0,6.9686,0,5,0,0.0773,0
8-Dec,重庆市,148,0.5256,1,0.0036,1416,0,5.0284,0,3,0,0.0107,0,76,0,0.2699,0,1696,1,6.0227,0.0036,53,0,0.1882,0
12-Feb,天津市,33,0.2436,0,0,207,1,1.5281,0.0074,12,0,0.0886,0,2,0,0.0148,0,264,1,1.9489,0.0074,10,0,0.0738,0
8-Feb,云南省,207,0.4586,0,0,1332,1,2.9508,0.0022,46,0,0.1019,0,258,0,0.5716,0,1910,1,4.2313,0.0022,67,0,0.1484,0
16-May,全??? 国,18370,1.3483,4,0.0003,83379,33,6.1197,0.0024,2410,2,0.1769,0.0001,1724,1,0.1265,0.0001,107883,41,7.9182,0.003,1972,1,0.1447,0.0001
11-Feb,西??? 藏,2,0.0667,0,0,44,0,1.467,0,0,0,0,0,9,0,0.3001,0,57,0,1.9004,0,2,0,0.0667,0
13-Sep,辽宁省,432,0.9843,1,0.0023,1443,1,3.2878,0.0023,75,0,0.1709,0,55,0,0.1253,0,2127,2,4.8462,0.0046,122,0,0.278,0
7-Apr,江苏省,156,0.2066,0,0,1615,2,2.1391,0.0026,334,1,0.4424,0.0013,258,0,0.3417,0,2909,3,3.853,0.004,546,0,0.7232,0
5-Apr,贵州省,33,0.0891,0,0,1620,1,4.3752,0.0027,5,0,0.0135,0,347,0,0.9372,0,2113,2,5.7067,0.0054,108,1,0.2917,0.0027
4-Jun,青海省,41,0.7599,0,0,801,2,14.8453,0.0371,0,0,0,0,70,0,1.2973,0,932,2,17.2732,0.0371,20,0,0.3707,0
13-Oct,全??? 国,15856,1.171,16,0.0012,75216,43,5.5549,0.0032,1764,1,0.1303,0.0001,1949,0,0.1439,0,97682,61,7.2141,0.0045,2897,1,0.214,0.0001
8-Oct,广??? 西,578,1.2122,1,0.0021,3027,2,6.3486,0.0042,24,0,0.0503,0,127,0,0.2664,0,3938,3,8.2592,0.0063,182,0,0.3817,0
16-Oct,新疆,811,3.5284,0,0,2988,0,13,0,36,0,0.1566,0,510,0,2.2189,0,4406,0,19.1693,0,61,0,0.2654,0
11-Jan,广??? 西,950,2.064,3,0.0065,4449,3,9.6662,0.0065,60,1,0.1304,0.0022,72,0,0.1564,0,5700,7,12.3842,0.0152,169,0,0.3672,0
13-May,广东省,1821,1.7189,0,0,12174,5,11.4914,0.0047,223,0,0.2105,0,110,0,0.1038,0,14561,6,13.7446,0.0057,233,1,0.2199,0.0009
11-Jun,广??? 西,861,1.8707,1,0.0022,3736,1,8.1171,0.0022,75,0,0.1629,0,100,0,0.2173,0,4997,2,10.8568,0.0043,225,0,0.4888,0
10-Jun,海南省,69,0.7985,0,0,579,0,6.7008,0,5,0,0.0579,0,18,0,0.2083,0,726,0,8.4021,0,55,0,0.6365,0
8-Jan,黑龙江省,360,0.9414,0,0,1948,1,5.0941,0.0026,29,0,0.0758,0,45,0,0.1177,0,2547,1,6.6606,0.0026,165,0,0.4315,0
9-Sep,广??? 西,685,1.4223,2,0.0042,3038,1,6.3081,0.0021,27,0,0.0561,0,135,0,0.2803,0,4048,4,8.4053,0.0083,163,1,0.3385,0.0021
13-Nov,贵州省,318,0.9127,0,0,1569,0,4.5034,0,33,0,0.0947,0,39,0,0.1119,0,1993,0,5.7204,0,34,0,0.0976,0
6-Apr,全??? 国,6085,0.4654,13,0.001,97780,101,7.4781,0.0077,2116,10,0.1618,0.0008,5637,4,0.4311,0.0003,117925,142,9.0187,0.0109,6307,14,0.4823,0.0011
10-Jul,安徽省,223,0.3637,0,0,2728,1,4.4495,0.0016,95,0,0.155,0,116,0,0.1892,0,3372,2,5.4999,0.0033,210,1,0.3425,0.0016
13-Aug,云南省,708,1.5196,0,0,2121,0,4.5525,0,85,1,0.1824,0.0021,128,0,0.2747,0,3075,1,6.6001,0.0021,33,0,0.0708,0
13-May,山东省,307,0.317,1,0.001,3720,4,3.841,0.0041,136,1,0.1404,0.001,35,0,0.0361,0,4328,7,4.4688,0.0072,130,1,0.1342,0.001
5-Mar,河南省,554,0.5937,0,0,9124,2,9.7782,0.0021,27,0,0.0289,0,437,0,0.4683,0,10400,2,11.1456,0.0021,258,0,0.2765,0
10-Sep,江西省,115,0.2595,1,0.0023,2309,3,5.2097,0.0068,25,0,0.0564,0,63,0,0.1421,0,2637,4,5.9497,0.009,125,0,0.282,0
7-Jan,山西省,316,0.9363,1,0.003,3336,2,9.8845,0.0059,11,0,0.0326,0,70,0,0.2074,0,3844,3,11.3897,0.0089,111,0,0.3289,0
14-Feb,黑龙江省,467,1.2177,0,0,1004,0,2.618,0,37,0,0.0965,0,20,0,0.0522,0,1618,0,4.219,0,90,0,0.2347,0
10-Jun,重庆市,166,0.5806,0,0,1645,2,5.7538,0.007,33,0,0.1154,0,110,0,0.3847,0,2038,2,7.1284,0.007,84,0,0.2938,0
16-Jan,云南省,797,1.6907,2,0.0042,1289,2,2.7345,0.0042,91,0,0.193,0,100,0,0.2121,0,2289,4,4.8559,0.0085,12,0,0.0255,0
9-Jul,陕西省,351,0.933,0,0,3047,1,8.0994,0.0027,8,0,0.0213,0,93,0,0.2472,0,3602,1,9.5747,0.0027,103,0,0.2738,0
9-Feb,四川省,307,0.3752,0,0,5570,7,6.8071,0.0086,46,0,0.0562,0,344,0,0.4204,0,6468,7,7.9046,0.0086,201,0,0.2456,0
15-Nov,吉林省,519,1.8856,0,0,826,0,3.001,0,25,0,0.0908,0,12,0,0.0436,0,1392,0,5.0574,0,10,0,0.0363,0
6-Oct,四川省,157,0.1912,0,0,7407,8,9.0197,0.0097,24,0,0.0292,0,579,0,0.7051,0,8464,8,10.3069,0.0097,297,0,0.3617,0
15-Jun,吉林省,546,1.9837,0,0,902,0,3.2772,0,13,0,0.0472,0,21,0,0.0763,0,1510,0,5.4862,0,28,0,0.1017,0
15-Dec,云南省,704,1.4935,1,0.0021,1105,1,2.3441,0.0021,93,0,0.1973,0,94,0,0.1994,0,2003,2,4.2491,0.0042,7,0,0.0148,0
6-Feb,湖南省,84,0.1328,0,0,1576,1,2.4913,0.0016,29,0,0.0458,0,147,0,0.2324,0,1991,1,3.1473,0.0016,155,0,0.245,0
16-Jan,贵州省,423,1.2058,0,0,1631,0,4.6493,0,41,0,0.1169,0,27,0,0.077,0,2148,0,6.1231,0,26,0,0.0741,0
14-Jul,上海市,144,0.5962,0,0,658,3,2.7245,0.0124,27,0,0.1118,0,10,0,0.0414,0,857,3,3.5484,0.0124,18,0,0.0745,0
13-Apr,新疆,1062,4.7564,0,0,3700,0,16.5713,0,16,0,0.0717,0,105,0,0.4703,0,4920,0,22.0353,0,37,0,0.1657,0
14-Jun,重庆市,287,0.9663,0,0,1556,1,5.2391,0.0034,68,0,0.229,0,77,1,0.2593,0.0034,2047,2,6.8923,0.0067,59,0,0.1987,0
4-Mar,湖南省,43,0.0644,0,0,1466,1,2.1948,0.0015,16,0,0.024,0,194,0,0.2905,0,1833,1,2.7443,0.0015,114,0,0.1707,0
5-Sep,江西省,70,0.1636,0,0,2450,4,5.7276,0.0094,6,0,0.014,0,220,0,0.5143,0,2918,4,6.8217,0.0094,172,0,0.4021,0
16-Aug,贵州省,455,1.297,1,0.0029,1633,0,4.655,0,60,0,0.171,0,22,0,0.0627,0,2194,1,6.2542,0.0029,22,0,0.0627,0
11-Dec,山西省,516,1.4449,0,0,3792,0,10.6182,0,55,0,0.154,0,66,0,0.1848,0,4503,0,12.6092,0,74,0,0.2072,0
11-Oct,吉林省,687,2.5016,1,0.0036,1341,0,4.883,0,30,0,0.1092,0,18,0,0.0655,0,2114,1,7.6977,0.0036,38,0,0.1384,0
6-Jan,内蒙古,173,0.7251,0,0,1990,2,8.3403,0.0084,6,0,0.0251,0,70,0,0.2934,0,2278,2,9.5473,0.0084,39,0,0.1635,0
14-Oct,陕西省,532,1.4134,0,0,2129,0,5.6562,0,15,0,0.0399,0,27,0,0.0717,0,2734,0,7.2635,0,31,0,0.0824,0
11-Jul,山西省,520,1.4561,0,0,3741,1,10.4754,0.0028,25,0,0.07,0,95,0,0.266,0,4474,2,12.528,0.0056,93,1,0.2604,0.0028
4-Dec,天津市,18,0.1937,0,0,269,1,2.8947,0.0108,38,0,0.4089,0,0,0,0,0,425,1,4.5735,0.0108,100,0,1.0761,0
5-Aug,广东省,351,0.3845,3,0.0033,6474,7,7.091,0.0077,86,0,0.0942,0,169,0,0.1851,0,7388,11,8.0921,0.012,308,1,0.3374,0.0011
13-Jul,辽宁省,582,1.326,0,0,1742,1,3.969,0.0023,75,0,0.1709,0,103,0,0.2347,0,2646,1,6.0287,0.0023,144,0,0.3281,0
6-Nov,贵州省,64,0.1716,0,0,1921,0,5.1501,0,4,0,0.0107,0,448,0,1.2011,0,2532,0,6.7882,0,95,0,0.2547,0
4-Nov,江西省,61,0.1424,0,0,2690,3,6.2798,0.007,24,0,0.056,0,336,0,0.7844,0,3344,4,7.8066,0.0093,233,1,0.5439,0.0023
12-Nov,新疆,1014,4.5909,0,0,4162,1,18.8436,0.0045,29,0,0.1313,0,238,0,1.0776,0,5501,1,24.906,0.0045,58,0,0.2626,0
5-Feb,宁??? 夏,17,0.2884,0,0,624,1,10.5848,0.017,0,0,0,0,81,0,1.374,0,742,1,12.5864,0.017,20,0,0.3393,0
4-Sep,吉林省,238,0.893,1,0.0038,1142,1,4.2847,0.0038,19,0,0.0713,0,135,0,0.5065,0,1685,2,6.3221,0.0075,151,0,0.5665,0
9-May,陕西省,325,0.8639,0,0,2729,2,7.2541,0.0053,11,0,0.0292,0,100,0,0.2658,0,3249,2,8.6364,0.0053,84,0,0.2233,0
12-Dec,山西省,668,1.859,0,0,3808,0,10.5976,0,55,0,0.1531,0,43,0,0.1197,0,4678,0,13.0187,0,104,0,0.2894,0
5-Oct,四川省,193,0.2357,0,0,7000,6,8.5488,0.0073,18,0,0.022,0,642,0,0.7841,0,8145,6,9.9472,0.0073,292,0,0.3566,0
6-Jul,湖南省,125,0.1976,0,0,2491,0,3.9377,0,17,0,0.0269,0,284,0,0.4489,0,3082,0,4.872,0,165,0,0.2608,0
10-Jul,辽宁省,536,1.241,0,0,2147,0,4.9711,0,79,0,0.1829,0,52,0,0.1204,0,2968,0,6.872,0,154,0,0.3566,0
5-Oct,甘肃省,210,0.8144,0,0,3913,5,15.1756,0.0194,1,0,0.0039,0,584,0,2.2649,0,4775,5,18.5186,0.0194,67,0,0.2598,0
9-Nov,福建省,183,0.5038,0,0,3050,0,8.3962,0,51,0,0.1404,0,91,0,0.2505,0,3821,0,10.5187,0,446,0,1.2278,0
16-May,广东省,2052,1.9135,0,0,13477,3,12.5671,0.0028,285,0,0.2658,0,155,0,0.1445,0,16085,3,14.9991,0.0028,115,0,0.1072,0
6-Jul,全??? 国,5794,0.4431,16,0.0012,98812,92,7.557,0.007,1228,5,0.0939,0.0004,5755,5,0.4401,0.0004,117212,129,8.9642,0.0099,5623,11,0.43,0.0008
6-Aug,河北省,191,0.2788,0,0,5470,3,7.9842,0.0044,88,0,0.1284,0,129,0,0.1883,0,6060,3,8.8454,0.0044,182,0,0.2657,0
9-Nov,青海省,140,2.5257,0,0,1817,0,32.78,0,1,0,0.018,0,45,0,0.8118,0,2019,0,36.4242,0,16,0,0.2887,0
4-May,全国,3257,0.2506,12,0.0009,83237,79,6.4034,0.0061,1541,8,0.1185,0.0006,8891,7,0.684,0.0005,105046,118,8.0812,0.0091,8120,12,0.6247,0.0009
4-Feb,宁夏,8,0.137,0,0,883,0,15.1211,0,3,0,0.0514,0,110,0,1.8837,0,1034,0,17.7069,0,30,0,0.5137,0
4-Nov,甘肃省,257,0.9832,0,0,3754,0,14.3618,0,3,0,0.0115,0,742,0,2.8387,0,4853,0,18.5663,0,97,0,0.3711,0
15-Nov,山东省,311,0.3177,0,0,3575,2,3.6519,0.002,65,0,0.0664,0,29,0,0.0296,0,4056,2,4.1432,0.002,76,0,0.0776,0
11-Feb,甘肃省,624,2.4399,0,0,4135,1,16.168,0.0039,14,0,0.0547,0,222,0,0.868,0,5050,1,19.7457,0.0039,55,0,0.2151,0
10-Nov,湖南省,481,0.7509,0,0,3066,1,4.7861,0.0016,48,0,0.0749,0,62,0,0.0968,0,3789,1,5.9148,0.0016,132,0,0.2061,0
11-Aug,天津市,45,0.3478,0,0,185,0,1.4299,0,11,1,0.085,0.0077,3,0,0.0232,0,263,1,2.0327,0.0077,19,0,0.1468,0
13-Aug,广东省,1888,1.7821,3,0.0028,12821,7,12.1021,0.0066,229,0,0.2162,0,109,0,0.1029,0,15288,11,14.4308,0.0104,241,1,0.2275,0.0009
16-Mar,山东省,482,0.4924,0,0,4837,2,4.941,0.002,137,0,0.1399,0,38,0,0.0388,0,5613,2,5.7337,0.002,119,0,0.1216,0
13-Jul,贵州省,337,0.9673,0,0,1807,0,5.1866,0,27,0,0.0775,0,33,0,0.0947,0,2244,0,6.4409,0,40,0,0.1148,0
11-Dec,山东省,170,0.1775,1,0.001,2657,5,2.7737,0.0052,84,0,0.0877,0,27,0,0.0282,0,3068,6,3.2027,0.0063,130,0,0.1357,0
13-Sep,湖北省,535,0.9258,0,0,4672,4,8.0844,0.0069,137,0,0.2371,0,77,0,0.1332,0,5619,4,9.7231,0.0069,198,0,0.3426,0
16-Dec,河南省,1613,1.7094,0,0,4788,5,5.0742,0.0053,49,0,0.0519,0,16,0,0.017,0,6487,5,6.8747,0.0053,20,0,0.0212,0
10-Jan,全??? 国,13313,0.9974,13,0.001,103554,56,7.7584,0.0042,2288,2,0.1714,0.0001,2496,1,0.187,0.0001,125274,76,9.3856,0.0057,3623,4,0.2714,0.0003
9-Dec,建设兵团,98,3.8087,0,0,308,0,11.9701,0,2,0,0.0777,0,13,0,0.5052,0,427,0,16.5949,0,6,0,0.2332,0
10-Feb,湖北省,242,0.4231,0,0,4849,6,8.4773,0.0105,156,0,0.2727,0,109,0,0.1906,0,5585,6,9.764,0.0105,229,0,0.4003,0
12-Apr,新疆,893,4.0431,2,0.0091,3402,1,15.4027,0.0045,22,0,0.0996,0,121,0,0.5478,0,4485,3,20.306,0.0136,47,0,0.2128,0
11-Jun,山东省,173,0.1806,0,0,2495,1,2.6046,0.001,95,1,0.0992,0.001,26,0,0.0271,0,2920,2,3.0482,0.0021,131,0,0.1368,0
16-Nov,黑龙江省,338,0.8818,1,0.0026,804,0,2.0976,0,27,0,0.0704,0,16,0,0.0417,0,1235,1,3.222,0.0026,50,0,0.1304,0
16-Aug,河南省,1690,1.791,1,0.0011,4934,2,5.2289,0.0021,48,0,0.0509,0,18,0,0.0191,0,6718,3,7.1195,0.0032,26,0,0.0276,0
14-May,浙江省,230,0.4183,0,0,1261,0,2.2936,0,155,1,0.2819,0.0018,30,0,0.0546,0,1842,1,3.3503,0.0018,166,0,0.3019,0
16-Apr,江西省,239,0.5262,0,0,3541,1,7.7958,0.0022,89,0,0.1959,0,22,0,0.0484,0,3965,1,8.7293,0.0022,70,0,0.1541,0
12-Jan,重庆市,458,1.569,0,0,3410,2,11.6821,0.0069,64,0,0.2193,0,130,0,0.4454,0,4174,2,14.2994,0.0069,112,0,0.3837,0
6-Nov,北京市,165,1.0728,1,0.0065,734,5,4.7724,0.0325,42,0,0.2731,0,18,0,0.117,0,1012,9,6.5799,0.0585,53,3,0.3446,0.0195
15-Feb,重庆市,290,0.9694,0,0,1515,0,5.0645,0,98,0,0.3276,0,74,0,0.2474,0,2007,0,6.7092,0,30,0,0.1003,0
11-May,河南省,2681,2.8512,1,0.0011,12518,1,13.3126,0.0011,61,0,0.0649,0,188,0,0.1999,0,15527,2,16.5126,0.0021,79,0,0.084,0
9-Jan,广东省,840,0.8801,1,0.001,9556,6,10.0126,0.0063,159,0,0.1666,0,116,1,0.1215,0.001,10941,10,11.4637,0.0105,270,2,0.2829,0.0021
10-May,四川省,535,0.6536,0,0,4769,3,5.8265,0.0037,78,0,0.0953,0,363,0,0.4435,0,6010,3,7.3427,0.0037,265,0,0.3238,0
9-Jul,湖北省,436,0.7634,0,0,7797,8,13.6526,0.014,104,0,0.1821,0,168,0,0.2942,0,8815,8,15.4351,0.014,310,0,0.5428,0
14-Jan,青海省,154,2.6653,1,0.0173,718,0,12.4267,0,6,0,0.1038,0,38,0,0.6577,0,919,1,15.9054,0.0173,3,0,0.0519,0
8-Nov,辽宁省,411,0.9563,0,0,2174,1,5.0582,0.0023,94,0,0.2187,0,59,0,0.1373,0,2918,1,6.7892,0.0023,180,0,0.4188,0
10-Sep,建设兵团,93,3.6143,1,0.0389,206,1,8.0058,0.0389,0,0,0,0,21,0,0.8161,0,332,2,12.9025,0.0777,12,0,0.4664,0
16-Jan,辽宁省,811,1.847,1,0.0023,1707,3,3.8875,0.0068,114,0,0.2596,0,325,0,0.7402,0,3068,4,6.987,0.0091,111,0,0.2528,0
9-Nov,广??? 西,662,1.3746,1,0.0021,2809,2,5.8326,0.0042,43,0,0.0893,0,65,0,0.135,0,3723,3,7.7305,0.0062,144,0,0.299,0
12-May,湖南省,842,1.2766,0,0,4570,2,6.9289,0.003,117,0,0.1774,0,80,0,0.1213,0,5771,3,8.7498,0.0045,162,1,0.2456,0.0015
9-Dec,浙江省,137,0.2676,0,0,2054,0,4.0117,0,139,0,0.2715,0,62,0,0.1211,0,2637,0,5.1504,0,245,0,0.4785,0
10-Jan,辽宁省,531,1.2295,1,0.0023,2639,2,6.1102,0.0046,126,0,0.2917,0,169,1,0.3913,0.0023,3649,4,8.4487,0.0093,184,0,0.426,0
11-May,山西省,537,1.5037,0,0,3903,1,10.9291,0.0028,34,0,0.0952,0,64,0,0.1792,0,4643,1,13.0012,0.0028,105,0,0.294,0
4-Sep,北京市,61,0.4118,0,0,465,2,3.1389,0.0135,33,0,0.2228,0,43,0,0.2903,0,734,2,4.9548,0.0135,132,0,0.891,0
4-May,内蒙古,102,0.4278,0,0,2040,0,8.5558,0,10,0,0.0419,0,124,0,0.5201,0,2380,0,9.9818,0,104,0,0.4362,0
9-Dec,云南省,376,0.8276,0,0,1519,1,3.3436,0.0022,33,0,0.0726,0,174,0,0.383,0,2125,1,4.6775,0.0022,23,0,0.0506,0
7-Jan,福建省,76,0.2136,0,0,4091,1,11.4981,0.0028,70,0,0.1967,0,88,0,0.2473,0,4809,1,13.516,0.0028,484,0,1.3603,0
6-Oct,广东省,503,0.5471,0,0,8812,10,9.5845,0.0109,91,0,0.099,0,135,0,0.1468,0,9838,11,10.7004,0.012,297,1,0.323,0.0011
15-Feb,辽宁省,579,1.3186,0,0,1335,0,3.0403,0,70,0,0.1594,0,177,0,0.4031,0,2271,0,5.1719,0,110,0,0.2505,0
5-Jun,广??? 西,278,0.6014,6,0.013,2446,4,5.2918,0.0087,12,0,0.026,0,142,1,0.3072,0.0022,3132,13,6.7759,0.0281,254,2,0.5495,0.0043
7-Apr,陕西省,354,0.9478,1,0.0027,2855,3,7.6439,0.008,12,0,0.0321,0,126,0,0.3373,0,3467,4,9.2825,0.0107,120,0,0.3213,0
11-Oct,青海省,127,2.2571,1,0.0178,1058,0,18.8032,0,5,0,0.0889,0,92,0,1.6351,0,1303,1,23.1574,0.0178,21,0,0.3732,0
12-Jan,安徽省,610,1.0221,0,0,7156,2,11.9906,0.0034,320,0,0.5362,0,130,0,0.2178,0,8576,2,14.37,0.0034,360,0,0.6032,0
4-Mar,上海市,19,0.142,0,0,326,0,2.4365,0,67,0,0.5007,0,64,0,0.4783,0,887,0,6.6293,0,411,0,3.0718,0
13-Oct,内蒙古,565,2.2692,1,0.004,1676,2,6.7313,0.008,8,0,0.0321,0,32,0,0.1285,0,2294,3,9.2134,0.012,13,0,0.0522,0
16-Jul,湖南省,1139,1.6906,1,0.0015,4673,0,6.9361,0,64,0,0.095,0,48,0,0.0712,0,6033,1,8.9547,0.0015,104,0,0.1544,0
6-Oct,西??? 藏,3,0.1083,0,0,32,0,1.155,0,0,0,0,0,27,0,0.9745,0,65,0,2.346,0,3,0,0.1083,0
10-Aug,江苏省,208,0.2693,0,0,1048,1,1.3566,0.0013,243,0,0.3146,0,125,0,0.1618,0,1942,1,2.5139,0.0013,318,0,0.4117,0
4-Apr,山东省,46,0.0502,1,0.0011,3478,1,3.7934,0.0011,96,0,0.1047,0,210,0,0.229,0,4225,2,4.6081,0.0022,395,0,0.4308,0
8-Dec,新疆,537,2.5632,1,0.0048,3470,0,16.5632,0,11,0,0.0525,0,114,0,0.5442,0,4159,1,19.852,0.0048,27,0,0.1289,0
7-Aug,青海省,93,1.6971,0,0,1307,0,23.8505,0,0,0,0,0,116,0,2.1168,0,1538,0,28.0659,0,22,0,0.4015,0
8-Dec,辽宁省,350,0.8143,0,0,1898,0,4.416,0,77,0,0.1792,0,66,0,0.1536,0,2525,0,5.8748,0,134,0,0.3118,0
11-Apr,青海省,147,2.6125,0,0,1028,0,18.27,0,6,0,0.1066,0,54,0,0.9597,0,1240,0,22.0377,0,5,0,0.0889,0
14-Jan,建设兵团,82,3.0354,0,0,209,1,7.7367,0.037,0,0,0,0,9,0,0.3332,0,307,1,11.3644,0.037,7,0,0.2591,0
11-Mar,贵州省,336,0.967,1,0.0029,2034,1,5.8538,0.0029,52,1,0.1497,0.0029,87,0,0.2504,0,2552,3,7.3446,0.0086,43,0,0.1238,0
14-Mar,甘肃省,606,2.3469,0,0,959,2,3.7139,0.0077,15,0,0.0581,0,73,0,0.2827,0,1682,2,6.5139,0.0077,29,0,0.1123,0
4-Nov,宁夏,7,0.1199,0,0,734,0,12.5695,0,0,0,0,0,115,0,1.9693,0,877,0,15.0183,0,21,0,0.3596,0
15-Jan,云南省,984,2.0874,1,0.0021,2342,1,4.9683,0.0021,77,0,0.1633,0,83,0,0.1761,0,3500,2,7.4248,0.0042,14,0,0.0297,0
12-Jan,新疆,1670,7.561,2,0.0091,7104,4,32.1637,0.0181,42,0,0.1902,0,460,0,2.0827,0,9394,6,42.5317,0.0272,118,0,0.5342,0
11-Apr,浙江省,222,0.4079,0,0,2628,2,4.8285,0.0037,303,0,0.5567,0,75,0,0.1378,0,3514,3,6.4564,0.0055,286,1,0.5255,0.0018
13-Aug,浙江省,217,0.3962,0,0,1219,0,2.2257,0,88,0,0.1607,0,56,0,0.1022,0,1712,0,3.1258,0,132,0,0.241,0
16-Mar,安徽省,659,1.0834,0,0,4157,1,6.8339,0.0016,205,0,0.337,0,49,0,0.0806,0,5292,1,8.6998,0.0016,219,0,0.36,0
7-Jun,江西省,89,0.2051,0,0,2827,3,6.5151,0.0069,23,0,0.053,0,297,1,0.6845,0.0023,3427,6,7.8979,0.0138,191,2,0.4402,0.0046
11-Mar,陕西省,427,1.1439,0,0,2359,0,6.3198,0,39,0,0.1045,0,49,0,0.1313,0,2953,0,7.9111,0,79,0,0.2116,0
15-Feb,四川省,685,0.8415,0,0,2780,2,3.4151,0.0025,85,0,0.1044,0,138,0,0.1695,0,3773,2,4.635,0.0025,85,0,0.1044,0
15-Apr,重庆市,338,1.1299,0,0,1647,0,5.5058,0,122,0,0.4078,0,89,0,0.2975,0,2232,0,7.4614,0,36,0,0.1203,0
11-Nov,青海省,126,2.2393,0,0,1108,0,19.6918,0,0,0,0,0,87,0,1.5462,0,1339,0,23.7972,0,18,0,0.3199,0
4-Sep,湖北省,118,0.1964,1,0.0017,4301,10,7.1584,0.0166,73,0,0.1215,0,283,0,0.471,0,5107,13,8.4999,0.0216,332,2,0.5526,0.0033
8-Aug,山西省,316,0.9313,1,0.0029,3668,2,10.8105,0.0059,12,0,0.0354,0,85,0,0.2505,0,4240,3,12.4964,0.0088,159,0,0.4686,0
13-Sep,重庆市,225,0.764,0,0,1433,0,4.8659,0,52,0,0.1766,0,66,0,0.2241,0,1815,0,6.163,0,39,0,0.1324,0
4-Aug,山西省,135,0.4073,0,0,1686,0,5.0871,0,8,0,0.0241,0,125,0,0.3772,0,2081,0,6.2789,0,127,0,0.3832,0
8-Jun,上海市,32,0.1722,0,0,536,2,2.8848,0.0108,36,2,0.1938,0.0108,32,0,0.1722,0,693,4,3.7298,0.0215,57,0,0.3068,0
12-Apr,四川省,768,0.954,0,0,4428,2,5.5006,0.0025,87,0,0.1081,0,289,0,0.359,0,5770,2,7.1677,0.0025,198,0,0.246,0
9-May,湖北省,406,0.7109,1,0.0018,6734,5,11.7913,0.0088,139,1,0.2434,0.0018,161,0,0.2819,0,7750,7,13.5703,0.0123,310,0,0.5428,0
8-Feb,重庆市,97,0.3445,0,0,2056,3,7.3011,0.0107,15,0,0.0533,0,145,0,0.5149,0,2382,4,8.4588,0.0142,69,1,0.245,0.0036
15-Jul,宁??? 夏,62,0.9372,0,0,197,0,2.9779,0,0,0,0,0,11,0,0.1663,0,270,0,4.0814,0,0,0,0,0
14-Feb,四川省,637,0.7857,1,0.0012,3000,3,3.7005,0.0037,75,0,0.0925,0,136,0,0.1678,0,3958,4,4.8822,0.0049,110,0,0.1357,0
16-May,甘肃省,652,2.5166,0,0,829,0,3.1998,0,14,0,0.054,0,50,0,0.193,0,1558,0,6.0136,0,13,0,0.0502,0
12-Aug,海南省,127,1.4475,0,0,698,0,7.9555,0,3,0,0.0342,0,11,0,0.1254,0,875,0,9.9729,0,36,0,0.4103,0
14-Dec,江苏省,186,0.2343,0,0,929,1,1.1701,0.0013,236,0,0.2972,0,41,0,0.0516,0,1598,1,2.0127,0.0013,206,0,0.2595,0
7-Jun,江苏省,145,0.1921,1,0.0013,1478,2,1.9576,0.0026,254,0,0.3364,0,199,1,0.2636,0.0013,2534,6,3.3563,0.0079,458,2,0.6066,0.0026
4-May,北京市,66,0.4455,0,0,559,2,3.7735,0.0135,54,0,0.3645,0,39,0,0.2633,0,832,2,5.6163,0.0135,114,0,0.7695,0
6-Feb,江苏省,103,0.1378,0,0,1328,0,1.7766,0,368,0,0.4923,0,246,0,0.3291,0,2577,1,3.4475,0.0013,532,1,0.7117,0.0013
